epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,77.5478,0.81763,1.69428,1.11965,0.7899,0.41667,0.74164,0.53949,1.50706,1.82813,1.34894,1.43509e-05,1.43509e-05,1.43509e-05
16,82.6,1.08393,2.12529,1.51728,0.92728,0.37327,0.74167,0.5346,1.51957,1.85093,1.35706,1.51993e-05,1.51993e-05,1.51993e-05
17,87.6962,0.82413,1.64668,1.15794,0.92688,0.37337,0.65989,0.49842,1.52102,1.88142,1.36039,1.60241e-05,1.60241e-05,1.60241e-05
18,92.821,1.12162,1.60269,1.34364,0.92688,0.37337,0.65989,0.49842,1.52102,1.88142,1.36039,1.68253e-05,1.68253e-05,1.68253e-05
19,98.1103,0.96987,1.68143,1.16236,0.92616,0.37336,0.63236,0.48466,1.56147,1.97496,1.37213,1.7603e-05,1.7603e-05,1.7603e-05
20,103.227,1.0158,1.59971,1.32204,0.92616,0.37336,0.63236,0.48466,1.56147,1.97496,1.37213,1.83571e-05,1.83571e-05,1.83571e-05
21,108.189,1.24478,2.74275,1.63696,0.92039,0.37326,0.60379,0.46529,1.59348,2.06957,1.40909,1.90876e-05,1.90876e-05,1.90876e-05
22,113.206,1.27721,2.46747,1.67908,0.92039,0.37326,0.60379,0.46529,1.59348,2.06957,1.40909,1.97946e-05,1.97946e-05,1.97946e-05
23,118.454,0.93977,1.89147,1.40944,0.91674,0.37314,0.60472,0.46334,1.59672,2.12169,1.41173,2.0478e-05,2.0478e-05,2.0478e-05
24,123.429,1.04595,2.15364,1.52589,0.91674,0.37314,0.60472,0.46334,1.59672,2.12169,1.41173,2.11379e-05,2.11379e-05,2.11379e-05
25,128.472,0.84584,1.62519,1.25341,0.91943,0.37317,0.58448,0.44125,1.6237,2.2102,1.44473,2.17741e-05,2.17741e-05,2.17741e-05
26,133.451,0.95674,1.9016,1.37898,0.91943,0.37317,0.58448,0.44125,1.6237,2.2102,1.44473,2.23869e-05,2.23869e-05,2.23869e-05
27,138.575,0.87178,1.86773,1.37507,0.9149,0.37297,0.5763,0.44035,1.64504,2.25464,1.47088,2.2976e-05,2.2976e-05,2.2976e-05
28,143.578,0.81624,1.17318,1.17491,0.9149,0.37297,0.5763,0.44035,1.64504,2.25464,1.47088,2.35417e-05,2.35417e-05,2.35417e-05
29,148.625,0.91588,1.51169,1.25368,0.91587,0.37302,0.57729,0.44039,1.64025,2.26218,1.46964,2.40837e-05,2.40837e-05,2.40837e-05
30,153.629,1.29373,2.50326,1.57231,0.91587,0.37302,0.57729,0.44039,1.64025,2.26218,1.46964,2.46022e-05,2.46022e-05,2.46022e-05
31,158.846,0.92104,1.23791,1.22863,0.91664,0.37314,0.57737,0.43942,1.64479,2.264,1.47645,2.50971e-05,2.50971e-05,2.50971e-05
32,163.782,0.64104,1.30705,1.13808,0.91664,0.37314,0.57737,0.43942,1.64479,2.264,1.47645,2.55685e-05,2.55685e-05,2.55685e-05
33,168.816,0.88781,1.18178,1.48122,0.91924,0.37325,0.46755,0.3401,1.67182,2.28935,1.49368,2.60163e-05,2.60163e-05,2.60163e-05
34,173.837,0.94648,1.0929,1.26856,0.91924,0.37325,0.46755,0.3401,1.67182,2.28935,1.49368,2.64405e-05,2.64405e-05,2.64405e-05
35,178.975,0.94428,1.90916,1.30465,0.91563,0.37303,0.45402,0.31959,1.68814,2.29503,1.50742,2.68412e-05,2.68412e-05,2.68412e-05
36,183.949,0.80202,1.41811,1.20542,0.91563,0.37303,0.45402,0.31959,1.68814,2.29503,1.50742,2.72183e-05,2.72183e-05,2.72183e-05
37,188.924,0.72533,1.24639,1.13864,0.91889,0.37297,0.45406,0.3365,1.69419,2.31838,1.52035,2.75718e-05,2.75718e-05,2.75718e-05
38,193.858,0.44698,0.92248,0.95134,0.91889,0.37297,0.45406,0.3365,1.69419,2.31838,1.52035,2.79018e-05,2.79018e-05,2.79018e-05
39,198.968,0.79229,0.87638,1.08441,0.91896,0.3728,0.45252,0.33626,1.68908,2.35017,1.50976,2.82082e-05,2.82082e-05,2.82082e-05
40,204.013,0.65262,0.75493,1.06076,0.91896,0.3728,0.45252,0.33626,1.68908,2.35017,1.50976,2.84911e-05,2.84911e-05,2.84911e-05
41,208.997,0.67069,0.89729,1.01465,0.92242,0.37295,0.4522,0.3364,1.7021,2.37717,1.51467,2.87504e-05,2.87504e-05,2.87504e-05
42,213.904,0.54874,1.54625,1.04096,0.92242,0.37295,0.4522,0.3364,1.7021,2.37717,1.51467,2.89861e-05,2.89861e-05,2.89861e-05
43,219.116,1.04079,1.31767,1.31863,0.94065,0.38894,0.45866,0.33978,1.70765,2.3764,1.5214,2.91983e-05,2.91983e-05,2.91983e-05
44,224.174,0.89696,0.89845,1.32337,0.94065,0.38894,0.45866,0.33978,1.70765,2.3764,1.5214,2.93869e-05,2.93869e-05,2.93869e-05
45,229.269,0.60756,0.76422,1.00099,0.94164,0.38893,0.45102,0.33253,1.72808,2.41348,1.52868,2.9552e-05,2.9552e-05,2.9552e-05
46,234.331,0.71667,0.96785,1.15395,0.94164,0.38893,0.45102,0.33253,1.72808,2.41348,1.52868,2.96935e-05,2.96935e-05,2.96935e-05
47,239.495,0.82944,1.68359,1.25226,0.94206,0.39088,0.44892,0.32382,1.73832,2.43491,1.51878,2.98114e-05,2.98114e-05,2.98114e-05
48,244.51,0.92701,1.46214,1.26301,0.94206,0.39088,0.44892,0.32382,1.73832,2.43491,1.51878,2.99058e-05,2.99058e-05,2.99058e-05
49,249.519,0.84197,0.93096,1.30115,0.94146,0.3921,0.4508,0.32481,1.77227,2.41482,1.55674,2.99766e-05,2.99766e-05,2.99766e-05
50,254.526,0.66386,1.07958,1.20485,0.94146,0.3921,0.4508,0.32481,1.77227,2.41482,1.55674,3.00238e-05,3.00238e-05,3.00238e-05
51,259.623,0.78054,0.85021,1.14048,0.94253,0.39197,0.44917,0.32386,1.75744,2.40485,1.53038,3.00475e-05,3.00475e-05,3.00475e-05
52,264.508,0.80558,0.86782,1.22217,0.94253,0.39197,0.44917,0.32386,1.75744,2.40485,1.53038,3.00476e-05,3.00476e-05,3.00476e-05
53,269.448,0.65061,0.71554,1.19719,0.94253,0.39197,0.44917,0.32386,1.75744,2.40485,1.53038,3.00242e-05,3.00242e-05,3.00242e-05
54,274.757,0.77229,0.84474,1.23387,0.94403,0.39256,0.42214,0.29938,1.7616,2.40605,1.52894,2.99772e-05,2.99772e-05,2.99772e-05
55,279.754,0.69123,0.89497,1.04382,0.94403,0.39256,0.42214,0.29938,1.7616,2.40605,1.52894,2.99066e-05,2.99066e-05,2.99066e-05
56,284.649,1.17353,1.64367,1.57435,0.94403,0.39256,0.42214,0.29938,1.7616,2.40605,1.52894,2.98125e-05,2.98125e-05,2.98125e-05
57,289.967,1.03625,1.43285,1.36127,0.94656,0.38998,0.42217,0.29388,1.77403,2.44668,1.54526,2.96948e-05,2.96948e-05,2.96948e-05
58,295.053,0.82799,1.37652,1.27052,0.94656,0.38998,0.42217,0.29388,1.77403,2.44668,1.54526,2.95535e-05,2.95535e-05,2.95535e-05
59,300.2,0.75554,0.7327,1.16583,0.94656,0.38998,0.42217,0.29388,1.77403,2.44668,1.54526,2.93887e-05,2.93887e-05,2.93887e-05
60,305.243,0.96009,0.80148,1.49755,0.94547,0.39027,0.42482,0.27485,1.78323,2.42903,1.54032,2.92003e-05,2.92003e-05,2.92003e-05
61,310.638,0.60321,0.69349,1.0649,0.94547,0.39027,0.42482,0.27485,1.78323,2.42903,1.54032,2.89884e-05,2.89884e-05,2.89884e-05
62,315.649,0.70558,0.87297,1.05509,0.94547,0.39027,0.42482,0.27485,1.78323,2.42903,1.54032,2.87529e-05,2.87529e-05,2.87529e-05
63,320.759,0.74946,0.8133,1.14682,0.94629,0.39073,0.42484,0.27396,1.82432,2.47304,1.59432,2.84938e-05,2.84938e-05,2.84938e-05
64,325.865,0.6613,0.6916,1.0837,0.94629,0.39073,0.42484,0.27396,1.82432,2.47304,1.59432,2.82112e-05,2.82112e-05,2.82112e-05
65,330.889,0.58745,0.83328,1.18255,0.94629,0.39073,0.42484,0.27396,1.82432,2.47304,1.59432,2.7905e-05,2.7905e-05,2.7905e-05
66,336.499,0.63762,0.90341,1.08565,0.94568,0.39047,0.42168,0.30783,1.83819,2.50924,1.60591,2.75753e-05,2.75753e-05,2.75753e-05
67,341.454,0.69297,1.03694,1.07203,0.94568,0.39047,0.42168,0.30783,1.83819,2.50924,1.60591,2.7222e-05,2.7222e-05,2.7222e-05
68,346.711,0.93936,1.7307,1.34306,0.94568,0.39047,0.42168,0.30783,1.83819,2.50924,1.60591,2.68451e-05,2.68451e-05,2.68451e-05
69,351.921,0.62438,0.98984,1.1325,0.94562,0.39162,0.42131,0.29256,1.85324,2.51063,1.60581,2.64447e-05,2.64447e-05,2.64447e-05
70,356.928,0.88051,0.87094,1.3603,0.94562,0.39162,0.42131,0.29256,1.85324,2.51063,1.60581,2.60207e-05,2.60207e-05,2.60207e-05
71,362.238,1.0022,1.29508,1.37861,0.94562,0.39162,0.42131,0.29256,1.85324,2.51063,1.60581,2.55731e-05,2.55731e-05,2.55731e-05
72,367.316,0.58395,0.60406,1.04543,0.94685,0.39006,0.42131,0.29252,1.8751,2.56181,1.62931,2.5102e-05,2.5102e-05,2.5102e-05
73,372.464,0.66629,0.89331,1.05323,0.94685,0.39006,0.42131,0.29252,1.8751,2.56181,1.62931,2.46073e-05,2.46073e-05,2.46073e-05
74,377.933,0.66013,0.68967,1.16115,0.94685,0.39006,0.42131,0.29252,1.8751,2.56181,1.62931,2.40891e-05,2.40891e-05,2.40891e-05
75,383.195,0.68921,0.56766,1.12398,0.94618,0.39021,0.42186,0.29266,1.84858,2.52665,1.58315,2.35472e-05,2.35472e-05,2.35472e-05
76,388.184,0.58085,0.84119,1.10149,0.94618,0.39021,0.42186,0.29266,1.84858,2.52665,1.58315,2.29819e-05,2.29819e-05,2.29819e-05
77,393.244,0.61633,0.58843,1.07484,0.94618,0.39021,0.42186,0.29266,1.84858,2.52665,1.58315,2.23929e-05,2.23929e-05,2.23929e-05
78,398.504,0.7909,1.09074,1.13932,0.94542,0.39116,0.42141,0.29324,1.81669,2.46629,1.53013,2.17805e-05,2.17805e-05,2.17805e-05
79,403.567,0.58217,0.7233,1.09879,0.94542,0.39116,0.42141,0.29324,1.81669,2.46629,1.53013,2.11444e-05,2.11444e-05,2.11444e-05
80,409.036,0.6451,0.78419,1.10698,0.94542,0.39116,0.42141,0.29324,1.81669,2.46629,1.53013,2.04848e-05,2.04848e-05,2.04848e-05
81,414.593,0.5089,0.46425,0.98635,0.93988,0.38918,0.423,0.29453,1.82429,2.46228,1.53769,1.98016e-05,1.98016e-05,1.98016e-05
82,419.7,0.75011,0.69518,1.15422,0.93988,0.38918,0.423,0.29453,1.82429,2.46228,1.53769,1.90949e-05,1.90949e-05,1.90949e-05
83,424.694,0.80094,0.77714,1.19306,0.93988,0.38918,0.423,0.29453,1.82429,2.46228,1.53769,1.83646e-05,1.83646e-05,1.83646e-05
84,429.749,0.59109,0.59968,1.02904,0.93771,0.38808,0.42131,0.29353,1.83183,2.49519,1.54538,1.76107e-05,1.76107e-05,1.76107e-05
85,434.822,0.62434,0.78826,1.1477,0.93771,0.38808,0.42131,0.29353,1.83183,2.49519,1.54538,1.68333e-05,1.68333e-05,1.68333e-05
86,439.872,0.85906,0.84138,1.13921,0.93771,0.38808,0.42131,0.29353,1.83183,2.49519,1.54538,1.60323e-05,1.60323e-05,1.60323e-05
87,444.86,0.66134,0.78406,1.01877,0.93771,0.38808,0.42131,0.29353,1.83183,2.49519,1.54538,1.52077e-05,1.52077e-05,1.52077e-05
88,449.937,0.79052,0.84731,1.38455,0.93854,0.38725,0.42039,0.29351,1.80788,2.51626,1.5154,1.43596e-05,1.43596e-05,1.43596e-05
89,455.002,1.07614,1.03829,1.51182,0.93854,0.38725,0.42039,0.29351,1.80788,2.51626,1.5154,1.34879e-05,1.34879e-05,1.34879e-05
90,460.171,0.58546,0.6501,0.97916,0.93854,0.38725,0.42039,0.29351,1.80788,2.51626,1.5154,1.25927e-05,1.25927e-05,1.25927e-05
91,465.117,0.52439,0.50898,0.92997,0.93854,0.38725,0.42039,0.29351,1.80788,2.51626,1.5154,1.16739e-05,1.16739e-05,1.16739e-05
92,470.127,0.67354,0.71257,0.95355,0.9449,0.38766,0.42058,0.29215,1.80569,2.56976,1.50507,1.07315e-05,1.07315e-05,1.07315e-05
93,475.189,0.4112,0.47539,0.95451,0.9449,0.38766,0.42058,0.29215,1.80569,2.56976,1.50507,9.76562e-06,9.76562e-06,9.76562e-06
94,480.256,0.54512,0.53146,0.88851,0.9449,0.38766,0.42058,0.29215,1.80569,2.56976,1.50507,8.77613e-06,8.77613e-06,8.77613e-06
95,485.269,0.43535,0.49857,0.93225,0.9449,0.38766,0.42058,0.29215,1.80569,2.56976,1.50507,7.76308e-06,7.76308e-06,7.76308e-06
96,490.29,0.44994,0.48449,0.96979,0.94162,0.38333,0.41875,0.29048,1.83189,2.62099,1.54416,6.72648e-06,6.72648e-06,6.72648e-06
97,495.262,0.67235,0.69755,1.02404,0.94162,0.38333,0.41875,0.29048,1.83189,2.62099,1.54416,5.6663e-06,5.6663e-06,5.6663e-06
98,500.221,0.48055,0.53491,0.91088,0.94162,0.38333,0.41875,0.29048,1.83189,2.62099,1.54416,4.58257e-06,4.58257e-06,4.58257e-06
99,505.135,0.56074,0.61,0.95609,0.94162,0.38333,0.41875,0.29048,1.83189,2.62099,1.54416,3.47528e-06,3.47528e-06,3.47528e-06
100,510.188,0.46346,0.49017,0.96908,0.94806,0.38148,0.41899,0.29,1.80506,2.66415,1.50627,2.34442e-06,2.34442e-06,2.34442e-06
